Number,Name,,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,Ability 1,Ability 2,Ability 3,Quick Guard,Wide Guard,Follow Me,Rage Powder,Ally Switch,Aurora Veil,Thunder Wave,Nuzzle,Will-o-Wisp,Snarl,Struggle Bug,Breaking Swipe,Haze,Tailwind,Trick Room,Electroweb,Icy Wind,Bulldoze,Helping Hand,Reflect,Light Screen,Sucker Punch,Fake Out,Aqua Jet,Shadow Sneak,Vacuum Wave,Quick Attack,E-Speed,Bullet Punch,Ice Shard,Mach Punch,Accelerock,Water Shuriken,Sleep Powder,Spore,Yawn,Taunt,Points
378,Regice,,Ice,,80,50,100,100,200,50,580,Clear Body,,Ice Body,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
379,Registeel,,Steel,,80,75,150,75,150,50,580,Clear Body,,Light Metal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
380,Latias,,Dragon,Psychic,80,80,90,110,130,110,600,Levitate,,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
380-m,Mega Latias,,Dragon,Psychic,80,100,120,140,150,110,700,Levitate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
381,Latios,,Dragon,Psychic,80,90,80,130,110,110,600,Levitate,,,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
381-m,Mega Latios,,Dragon,Psychic,80,130,100,160,120,110,700,Levitate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
382,Kyogre,,Water,,100,100,90,150,140,90,670,Drizzle,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
382-p,Kyogre-Primal,,Water,,100,150,90,180,160,90,770,Primordial Sea,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
383,Groudon,,Ground,,100,150,140,100,90,90,670,Drought,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
383-p,Groudon-Primal,,Ground,Fire,100,180,160,150,90,90,770,Desolate Land,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
384,Rayquaza,,Dragon,Flying,105,150,90,150,90,95,680,Air Lock,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
384-m,Mega Rayquaza,,Dragon,Flying,105,180,100,180,100,115,780,Delta Stream,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
385,Jirachi,,Steel,Psychic,100,100,100,100,100,100,600,Serene Grace,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
386,Deoxys,,Psychic,,50,150,50,150,50,150,600,Pressure,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
386a,Deoxys-Attack,,Psychic,,50,180,20,180,20,150,600,Pressure,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
386d,Deoxys-Defense,,Psychic,,50,70,160,70,160,90,600,Pressure,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
386s,Deoxys-Speed,,Psychic,,50,95,90,95,90,180,600,Pressure,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
387,Turtwig,,Grass,,55,68,64,45,55,31,318,Overgrow,,Shell Armor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
388,Grotle,,Grass,,75,89,85,55,65,36,405,Overgrow,,Shell Armor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
389,Torterra,,Grass,Ground,95,109,105,75,85,56,525,Overgrow,,Shell Armor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
390,Chimchar,,Fire,,44,58,44,58,44,61,309,Blaze,,Iron Fist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
391,Monferno,,Fire,Fighting,64,78,52,78,52,81,405,Blaze,,Iron Fist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5
392,Infernape,,Fire,Fighting,76,104,71,104,71,108,534,Blaze,,Iron Fist,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15
393,Piplup,,Water,,53,51,53,61,56,40,314,Torrent,,Competitive,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
394,Prinplup,,Water,,64,66,68,81,76,50,405,Torrent,,Competitive,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
395,Empoleon,,Water,Steel,84,86,88,111,101,60,530,Torrent,,Competitive,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,25
396,Starly,,Normal,Flying,40,55,30,30,30,60,245,Keen Eye,,Reckless,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
397,Staravia,,Normal,Flying,55,75,50,40,40,80,340,Intimidate,,Reckless,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
398,Staraptor,,Normal,Flying,85,120,70,50,60,100,485,Intimidate,,Reckless,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
399,Bidoof,,Normal,,59,45,40,35,40,31,250,Simple,Unaware,Moody,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
400,Bibarel,,Normal,Water,79,85,60,55,60,71,410,Simple,Unaware,Moody,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
401,Kricketot,,Bug,,37,25,41,25,41,25,194,Shed Skin,,Run Away,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
402,Kricketune,,Bug,,77,85,51,55,51,65,384,Swarm,,Technician,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
403,Shinx,,Electric,,45,65,34,40,34,45,263,Rivalry,Intimidate,Guts,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
404,Luxio,,Electric,,60,85,49,60,49,60,363,Rivalry,Intimidate,Guts,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
405,Luxray,,Electric,,80,120,79,95,79,70,523,Rivalry,Intimidate,Guts,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
406,Budew,,Grass,Poison,40,30,35,50,70,55,280,Natural Cure,Poison Point,Leaf Guard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
407,Roserade,,Grass,Poison,60,70,65,125,105,90,515,Natural Cure,Poison Point,Technician,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
408,Cranidos,,Rock,,67,125,40,30,30,58,350,Mold Breaker,,Sheer Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
409,Rampardos,,Rock,,97,165,60,65,50,58,495,Mold Breaker,,Sheer Force,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
410,Shieldon,,Rock,Steel,30,42,118,42,88,30,350,Sturdy,,Soundproof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
411,Bastiodon,,Rock,Steel,60,52,168,47,138,30,495,Sturdy,,Soundproof,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
412,Burmy,,Bug,,40,29,45,29,45,36,224,Shed Skin,,Overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
413,Wormadam,,Bug,Grass,60,59,85,79,105,36,424,Shed Skin,,Overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
413s,Wormadam-Sandy,,Bug,Ground,60,79,105,59,85,36,424,Shed Skin,,Overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
413t,Wormadam-Trash,,Bug,Steel,60,69,95,69,95,36,424,Shed Skin,,Overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
414,Mothim,,Bug,Flying,70,94,50,94,50,66,424,Swarm,,Tinted Lens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
415,Combee,,Bug,Flying,30,30,42,30,42,70,244,Honey Gather,,Hustle,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
416,Vespiquen,,Bug,Flying,70,80,102,80,102,40,474,Pressure,,Unnerve,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
417,Pachirisu,,Electric,,60,45,70,45,90,95,405,Run Away,Pickup,Volt Absorb,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
418,Buizel,,Water,,55,65,35,60,30,85,330,Swift Swim,,Water Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5
419,Floatzel,,Water,,85,105,55,85,50,115,495,Swift Swim,,Water Veil,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,15
420,Cherubi,,Grass,,45,35,45,62,53,35,275,Chlorophyll,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
421,Cherrim,,Grass,,70,60,70,87,78,85,450,Flower Gift,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
422,Shellos,,Water,,76,48,48,57,62,34,325,Sticky Hold,Storm Drain,Sand Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
423,Gastrodon,,Water,Ground,111,83,68,92,82,39,475,Sticky Hold,Storm Drain,Sand Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
424,Ambipom,,Normal,,75,100,66,60,66,115,482,Technician,Pickup,Skill Link,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
425,Drifloon,,Ghost,Flying,90,50,34,60,44,70,348,Aftermath,Unburden,Flare Boost,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
426,Drifblim,,Ghost,Flying,150,80,44,90,54,80,498,Aftermath,Unburden,Flare Boost,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
427,Buneary,,Normal,,55,66,44,44,56,85,350,Run Away,Klutz,Limber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
428,Lopunny,,Normal,,65,76,84,54,96,105,480,Cute Charm,Klutz,Limber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
428-m,Mega Lopunny,,Normal,Fighting,65,136,94,54,96,135,580,Scrappy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
429,Mismagius,,Ghost,,60,60,60,105,105,105,495,Levitate,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
430,Honchkrow,,Dark,Flying,100,125,52,105,52,71,505,Insomnia,Super Luck,Moxie,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
431,Glameow,,Normal,,49,55,42,42,37,85,310,Limber,Own Tempo,Keen Eye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
432,Purugly,,Normal,,71,82,64,64,59,112,452,Thick Fat,Own Tempo,Defiant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
433,Chingling,,Psychic,,45,30,50,65,50,45,285,Levitate,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
434,Stunky,,Poison,Dark,63,63,47,41,41,74,329,Stench,Aftermath,Keen Eye,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
435,Skuntank,,Poison,Dark,103,93,67,71,61,84,479,Stench,Aftermath,Keen Eye,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
436,Bronzor,,Steel,Psychic,57,24,86,24,86,23,300,Levitate,Heatproof,Heavy Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
437,Bronzong,,Steel,Psychic,67,89,116,79,116,33,500,Levitate,Heatproof,Heavy Metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
438,Bonsly,,Rock,,50,80,95,10,45,10,290,Sturdy,Rock Head,Rattled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
439,Mime Jr.,,Psychic,Fairy,20,25,45,70,90,60,310,Soundproof,Filter,Technician,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
440,Happiny,,Normal,,100,5,5,15,65,30,220,Natural Cure,Serene Grace,Friend Guard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
441,Chatot,,Normal,Flying,76,65,45,92,42,91,411,Keen Eye,Tangled Feet,Big Pecks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
442,Spiritomb,,Dark,Ghost,50,92,108,92,108,35,485,Pressure,,Infiltrator,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
443,Gible,,Dragon,Ground,58,70,45,40,45,42,300,Sand Veil,,Rough Skin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
444,Gabite,,Dragon,Ground,68,90,65,50,55,82,410,Sand Veil,,Rough Skin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
445,Garchomp,,Dragon,Ground,108,130,95,80,85,102,600,Sand Veil,,Rough Skin,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
445-m,Mega Garchomp,,Dragon,Ground,108,170,115,120,95,92,700,Sand Force,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
446,Munchlax,,Normal,,135,85,40,40,85,5,390,Pickup,Thick Fat,Gluttony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
447,Riolu,,Fighting,,40,70,40,35,40,60,285,Steadfast,Inner Focus,Prankster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5
448,Lucario,,Fighting,Steel,70,110,70,115,70,90,525,Steadfast,Inner Focus,Justified,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15
448-m,Mega Lucario,,Fighting,Steel,70,145,88,140,70,112,625,Adaptability,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
449,Hippopotas,,Ground,,68,72,78,38,42,32,330,Sand Stream,,Sand Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
450,Hippowdon,,Ground,,108,112,118,68,72,47,525,Sand Stream,,Sand Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
451,Skorupi,,Poison,Bug,40,50,90,30,55,65,330,Battle Armor,Sniper,Keen Eye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
452,Drapion,,Poison,Dark,70,90,110,60,75,95,500,Battle Armor,Sniper,Keen Eye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
453,Croagunk,,Poison,Fighting,48,61,40,61,40,50,300,Anticipation,Dry Skin,Poison Touch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5
454,Toxicroak,,Poison,Fighting,83,106,65,86,65,85,490,Anticipation,Dry Skin,Poison Touch,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5
455,Carnivine,,Grass,,74,100,72,90,72,46,454,Levitate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
456,Finneon,,Water,,49,49,56,49,61,66,330,Swift Swim,Storm Drain,Water Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
457,Lumineon,,Water,,69,69,76,69,86,91,460,Swift Swim,Storm Drain,Water Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
458,Mantyke,,Water,Flying,45,20,50,60,120,50,345,Swift Swim,Water Absorb,Water Veil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
459,Snover,,Grass,Ice,60,62,50,62,60,40,334,Snow Warning,,Soundproof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
460,Abomasnow,,Grass,Ice,90,92,75,92,85,60,494,Snow Warning,,Soundproof,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25
460-m,Mega Abomasnow,,Grass,Ice,90,132,105,132,105,30,594,Snow Warning,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
461,Weavile,,Dark,Ice,70,120,65,45,85,125,510,Pressure,,Pickpocket,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,25
462,Magnezone,,Electric,Steel,70,70,115,130,90,60,535,Magnet Pull,Sturdy,Analytic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
463,Lickilicky,,Normal,,110,85,95,80,95,50,515,Own Tempo,Oblivious,Cloud Nine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
464,Rhyperior,,Rock,Ground,115,140,130,55,55,40,535,Lightning Rod,Solid Rock,Reckless,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
465,Tangrowth,,Grass,,100,100,125,110,50,50,535,Chlorophyll,Leaf Guard,Regenerator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
466,Electivire,,Electric,,75,123,67,95,85,95,540,Motor Drive,,Vital Spirit,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15
467,Magmortar,,Fire,,75,95,67,125,95,83,540,Flame Body,,Vital Spirit,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15
468,Togekiss,,Fairy,Flying,85,50,95,120,115,80,545,Hustle,Serene Grace,Super Luck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A
469,Yanmega,,Bug,Flying,86,76,86,116,56,95,515,Speed Boost,Tinted Lens,Frisk,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
470,Leafeon,,Grass,,65,110,130,60,65,95,525,Leaf Guard,,Chlorophyll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10
471,Glaceon,,Ice,,65,60,110,130,95,65,525,Snow Cloak,,Ice Body,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5
472,Gliscor,,Ground,Flying,75,95,125,45,75,95,510,Hyper Cutter,Sand Veil,Poison Heal,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15
473,Mamoswine,,Ice,Ground,110,130,80,70,60,80,530,Oblivious,Snow Cloak,Thick Fat,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30
474,Porygon-Z,,Normal,,85,80,70,135,75,90,535,Adaptability,Download,Analytic,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
475,Gallade,,Psychic,Fighting,68,125,65,65,115,80,518,Steadfast,,Justified,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,30
